id,logintimestamp,dayofweek,testdataid
abf43c0a67ea38c25ac8ac66187598c3,2023-11-01 16:05:15.596638,3,3
b43238acc03e206beb74830c3e4446f6,2023-11-01 16:05:15.596640,3,2
460b5da189d74e52e01dfc373a4724a3,2023-11-01 16:05:15.596641,3,1
fd9f9ca1534680784da424ac17650093,2023-11-01 16:05:15.596642,3,5
781116d1eac980860b99f77a03eebcc7,2023-11-01 16:05:15.596643,3,4
87b314976af42b604c0c33b5e8b0de3e,2023-11-01 16:05:15.596644,3,2
0b631499ea5eedbdce9c44686d8137bd,2023-11-01 16:05:15.596646,3,1
8c003f91d6495eb22237937438359591,2023-11-01 16:05:15.596647,3,4
5e4f7c78a8071c2321235c60ed4907c3,2023-11-01 16:05:15.596648,3,1
e9d14690170f781e8c5d1099eaa75b7b,2023-11-01 16:05:15.596649,3,4
ef4b77bc0223353bbc7e35d733e2d8a6,2023-11-01 16:05:15.596650,3,3
dd5690addbaabe413374e5a617fe7298,2023-11-01 16:05:15.596651,3,4
d854cb11c9ed3148168353d539ee8abd,2023-11-01 16:05:15.596653,3,1
74c563e3b4cb8417286d47f8d3f37afd,2023-11-01 16:05:15.596654,3,5
db382572de4067d7c5ce315117306f75,2023-11-01 16:05:15.596655,3,3
83b18c41fa02ed23f83c9447513dd2b8,2023-11-01 16:05:15.596656,3,1
1192c491cf651e230597bc465b73be75,2023-11-01 16:05:15.596657,3,4
82f297836df7c7acd4d9e1e9040558af,2023-11-01 16:05:15.596658,3,4
4714ed2e130b050b3f0e9b54346ce561,2023-11-01 16:05:15.596660,3,2
30f602bc6e3b938d745749a3536099a7,2023-11-01 16:05:15.596661,3,4
7db47c72e5f57a7c47996ae592e4e001,2023-11-01 16:05:15.596662,3,4
f5695686a5d9f31ee48bae80b56f1924,2023-11-01 16:05:15.596663,3,5
b5aeadc3756338954104120906be1a24,2023-11-01 16:05:15.596664,3,2
6d7c0bf49660269da17ae79aa188ef64,2023-11-01 16:05:15.596665,3,5
bcba4a4bba9161e61d95eb920edcd898,2023-11-01 16:05:15.596667,3,3
054e199baf025c67e891afa354c4c1dd,2023-11-01 16:05:15.596668,3,1
d5752a84110caf5695f71d621d16f850,2023-11-01 16:05:15.596669,3,3
b8d2ed13b4a3e4d8c304450e7d8c317a,2023-11-01 16:05:15.596670,3,3
c862aa62612296e1931663a1c829470a,2023-11-01 16:05:15.596671,3,5
33284f27d68639faeef1dbadb8204e84,2023-11-01 16:05:15.596673,3,4
311159f74ca594513fe94accac4b6f2a,2023-11-01 16:05:15.596674,3,4
3941325911ca686a06eba9525a945632,2023-11-01 16:05:15.596675,3,4
c4a2461aa240f316c01ea1252c0977a9,2023-11-01 16:05:15.596676,3,1
6cd83134a937c1a9b3b95e731bb1669a,2023-11-01 16:05:15.596677,3,3
109544169f407b4083b3c0775f390b0f,2023-11-01 16:05:15.596678,3,2
f0d86dd069340d4868f0c292d82d08d3,2023-11-01 16:05:15.596680,3,4
53359e40ce1d4efedae80b21d1efd3f2,2023-11-01 16:05:15.596681,3,2
bb6090af2d8aaaa8526d096449ba61a0,2023-11-01 16:05:15.596682,3,1
527f338da3d3e647b64eb60eb6f40883,2023-11-01 16:05:15.596683,3,3
5909c012fbaf9149956ee6cdc7d4be98,2023-11-01 16:05:15.596684,3,4
619c547854ca864432b1e539cc0af1bf,2023-11-01 16:05:15.596685,3,2
c0d39be48472a609d6f3a20e1813aac6,2023-11-01 16:05:15.596687,3,1
c8a9694b94fe47089634ef9d0465a1a5,2023-11-01 16:05:15.596688,3,5
496a61958fbc22f38d167730272336b2,2023-11-01 16:05:15.596689,3,2
0732ec7b7ce5422a6b80dd4847d32e30,2023-11-01 16:05:15.596690,3,5
83a26d6938a0dac11d7bd96aa7279d2d,2023-11-01 16:05:15.596691,3,1
b8a3b010d5d2d9f7ef7f6396e6ff80d2,2023-11-01 16:05:15.596693,3,1
e40ef46d26f1b20270e556ac80f7e39d,2023-11-01 16:05:15.596694,3,2
ac5538c72ae42ba6067c157dc01be778,2023-11-01 16:05:15.596695,3,3
d280b2ed50ff4bf039f7c53ba748ed30,2023-11-01 16:05:15.596696,3,2
793ec494924e625c8a552e02fe159f8e,2023-11-01 16:05:15.596697,3,1
8e2865aeee12ceb65eb0349d5ff57204,2023-11-01 16:05:15.596698,3,5
87386ce6979c33cfa4f22d0a2f8094f6,2023-11-01 16:05:15.596700,3,1
40a3db390fdf18c228ce0c3e4b5761f7,2023-11-01 16:05:15.596701,3,3
e184753df41b51e42889ac314a5ace2a,2023-11-01 16:05:15.596702,3,2
e16ec370e240f71af6e748d236c9efe8,2023-11-01 16:05:15.596703,3,4
d0043b3f9d40155545c17c7412ef49f8,2023-11-01 16:05:15.596704,3,4
fd0e8410d94c21e07a65f67f736990a3,2023-11-01 16:05:15.596705,3,3
477f42da77a825a6ed53f49d331bd398,2023-11-01 16:05:15.596707,3,5
641576b70af09f24da2572f0a57b2b92,2023-11-01 16:05:15.596708,3,4
4f52f85e5b2980966c4f70a4a0a93f86,2023-11-01 16:05:15.596709,3,5
414ab8c779634db3c36ec1cab8ae87e2,2023-11-01 16:05:15.596710,3,2
343b6d10a117fa43be562f2e25bebcdf,2023-11-01 16:05:15.596711,3,5
f3a44a8e5f91c2c28e45b299302bcc1b,2023-11-01 16:05:15.596712,3,4
ce016c69997c62e2202acb64aab94d89,2023-11-01 16:18:52.073873,3,4
e13d4edf8a0fd0916c7d4a51f3ff25eb,2023-11-01 16:18:52.073874,3,3
63cdff83aa984f32186113e88b122b05,2023-11-01 16:18:52.073875,3,5
2117896245bf643e760ffc72d2ea48bf,2023-11-01 16:18:52.073876,3,1
55a1fd2e2eca03d6a4b82ecf03d7b84f,2023-11-01 16:18:52.073877,3,4
a3055e7bebe7a22767fd0e125f296d90,2023-11-01 16:18:52.073879,3,5
3ac3af3d433e7f04aeee374fb19cc85d,2023-11-01 16:18:52.073880,3,3
15c7ed62e27c1d6f32692bae3b2535a4,2023-11-01 16:18:52.073881,3,2
5f57c6f3f0a9be15e906a2e1ee45bc71,2023-11-01 16:18:52.073882,3,1
b4ea0d203b242495540f4e178904c98f,2023-11-01 16:18:52.073883,3,4
b2c6ef178963549b5ad75a7f6375daee,2023-11-01 16:18:52.073884,3,4
e59dbcd1079867298eee257aeb75bcdf,2023-11-01 16:18:52.073886,3,4
b40db51a120b3fc49004e50d8ae67b8e,2023-11-01 16:18:52.073887,3,2
295e3ebd5dd7b4a0d64f31f1f4c5d5f9,2023-11-01 16:18:52.073888,3,2
a8ec339438d2fe5247b6cdf0c7085b23,2023-11-01 16:18:52.073889,3,1
c7acc638fd2d045c061a93d2a4c2b7fc,2023-11-01 16:18:52.073890,3,4
786a89925cb0e171e73732adb704f99b,2023-11-01 16:18:52.073891,3,1
f6a596fe8cabb53fd5bd39bbc556ce5c,2023-11-01 16:18:52.073892,3,1
18cd19e0ec0256be0b682184dfb1e468,2023-11-01 16:18:52.073893,3,5
19f2f75f22b6acdefabf09d758cf047e,2023-11-01 16:18:52.073894,3,5
29211bc1dcbf61fd4b8a566aaf3c65f9,2023-11-01 16:18:52.073895,3,4
78009170314ca8d3f4a6358ea2087e3d,2023-11-01 16:18:52.073897,3,2
0fc2957d24a9eb2c3ac178e469978e2a,2023-11-01 16:18:52.073898,3,3
5378b82d2a0640dbd83ca176b798e436,2023-11-01 16:18:52.073899,3,1
0a9c21c44a6d654dfe915d695c2aa258,2023-11-01 16:18:52.073900,3,4
52205818d80612ca643b3250114c82ee,2023-11-01 16:18:52.073901,3,2
840a97163e4935a47b4fe5971cb55491,2023-11-01 16:18:52.073902,3,2
3f23e50d252bba59c979f30660782b4b,2023-11-01 16:18:52.073903,3,5
d8d57d6606565607db9714b2508e1eb3,2023-11-01 16:18:52.073904,3,4
45ac94d7df1575933cbed9b4196c58f6,2023-11-01 16:18:52.073905,3,5
983d9a0e67c6f9953f486a29012a589c,2023-11-01 16:18:52.073907,3,2
4e0e29ae1d79963f7201365e44c0737a,2023-11-01 16:18:52.073908,3,2
a4a1853613e2c08148d44ba9db204afe,2023-11-01 16:18:52.073909,3,1
c21cf9baae9266d94ba6f4404f2844fa,2023-11-01 16:18:52.073910,3,1
d8a9e21a3e7d3e39f6386fc05d411af3,2023-11-01 16:18:52.073911,3,5
b2aa66d56a14e1c96eacaf9dca673f94,2023-11-01 16:18:52.073912,3,1
9909525a16965ed292a78b89c8bda518,2023-11-01 16:18:52.073913,3,4
75ad0d013d58428e9f9f06120e7ad43e,2023-11-01 16:18:52.073914,3,4
fd1079a3be684a033723bed4d328ef26,2023-11-01 16:18:52.073915,3,4
c71f53e96b4aa31db11657f325757455,2023-11-01 16:18:52.073916,3,2
7ae150f80d28fe7d7a07ab95c1cfa479,2023-11-01 16:18:52.073918,3,5
05af9acbcdbaf51e6e21c04948596fbe,2023-11-01 16:18:52.073919,3,4
78401089edb3a4474efffac546b8f98a,2023-11-01 16:18:52.073920,3,5
9714a4ce9856aebc5a60ecb96e873ed9,2023-11-01 16:18:52.073921,3,5
d249a0e80892b951f1877b03a3c00720,2023-11-01 16:18:52.073922,3,1
54977d6b6808894c8de454e79eb108e8,2023-11-01 16:18:52.073923,3,1
2bbdb4c505ea2cfb1bfd38262bcea62c,2023-11-01 16:18:52.073924,3,4
2fa70d4fab5db2ad69b15fd6761e6c87,2023-11-01 16:18:52.073925,3,2
e2c82c9f67cb97c064c51cd3a6876c04,2023-11-01 16:18:52.073926,3,4
8b7ebd0cbe0e739b037598b3904539cc,2023-11-01 16:18:52.073927,3,2
f161e4790f7e8cf22f7d19da76039baf,2023-11-01 16:18:52.073929,3,2
322c42409ab31fd43c012c1157746dca,2023-11-01 16:18:52.073930,3,1
b6626833d3abc6015ed953ffcbbae254,2023-11-01 16:18:52.073931,3,3
3af120cf751b6507b00ae470ab6367e2,2023-11-01 16:18:52.073932,3,5
775b19a6519a5ecaf1f6e6886e0f97a0,2023-11-01 16:18:52.073933,3,2
0c886f8197d70ebbf36664046842fd03,2023-11-01 16:18:52.073934,3,2
589f0de8e777ecb597dbc32e59881885,2023-11-01 16:18:52.073935,3,1
08a3de43cfb68c853353735bbfe188e4,2023-11-01 16:18:52.073936,3,5
b7845ef7f5b6d977d203b54dd88c72b7,2023-11-01 16:18:52.073937,3,1
b8a32d011bad8d4ec2cd95585ceca4fc,2023-11-01 16:18:52.073938,3,1
820f369200bc3c4aae3b9c14e8a60313,2023-11-01 16:18:52.073940,3,1
bc860d433bcceeca1addae7c4b5d20ca,2023-11-01 16:18:52.073941,3,1
34b548d1d73a5a5abaaba16aa6d1c4cd,2023-11-01 16:18:52.073942,3,5
71cea707843b56ab268f8fab89cc177b,2023-11-01 16:18:52.073943,3,4
a3e8713d5f7c78885e1f277fb48e7006,2023-11-01 16:18:52.073944,3,3
0f08a9578c3c38c9dcd568e1e98126f3,2023-11-01 16:18:52.073945,3,1
6135ea31aface182b04ee7d4bbf9939c,2023-11-01 16:18:52.073946,3,2
ed8880a1cd2cac1b6d1873449ed7e3dd,2023-11-01 16:18:52.073947,3,1
1b38508ebf9468d04d9584e91c669222,2023-11-01 16:18:52.073949,3,5
8e3011da9f8776cf2074d74307b26fec,2023-11-01 16:18:52.073950,3,3
ff0594e6bf8a8f9c74ecb797531d2d0d,2023-11-01 16:18:52.073952,3,4
5e9ad37d5cd90dc2269672c38fc2a8e9,2023-11-01 16:18:52.073953,3,4
37724fea81208d62ccc8d6a000ce5359,2023-11-01 16:18:52.073954,3,4
a069baece2627b743ad5440a3d9ea007,2023-11-01 16:18:52.073955,3,2
1546ab32ae90f4b7ba9061ea1b38a93a,2023-11-01 16:18:52.073956,3,3
3a78cc09f252d91ec45baec8f30350be,2023-11-01 16:18:52.073957,3,4
25623d05635c5dbf5d5acafa18cbdee7,2023-11-01 16:18:52.073958,3,1
62483b401ba96b612b887e848f990222,2023-11-01 16:18:52.073959,3,5
3e2123995ed60944ba05ed5f7396a43a,2023-11-01 16:18:52.073961,3,1
122b374930418683ae48cddcd0acdc10,2023-11-01 16:18:52.073962,3,5
f6e4d723d5909e9a6e3c12197939e280,2023-11-01 16:18:52.073963,3,3
24f8b4aefd9dbea4942ad991e106909a,2023-11-01 16:18:52.073964,3,2
21007b4ce265cc26518e227332a676e6,2023-11-01 16:18:52.073965,3,5
2f739f913e4a203491bca8085c85a205,2023-11-01 16:18:52.073966,3,5
2f0c741fd32f45211f65c3f991fc351d,2023-11-01 16:18:52.073967,3,5
0d96ee1305ae0015f36398228479edbe,2023-11-01 16:18:52.073968,3,2
f3ed0157bb6269172f864b65f2c3680f,2023-11-01 16:18:52.073969,3,5
f05820315a0e4671b0ecf1948c5de05e,2023-11-01 16:18:52.073970,3,5
d56d737b62cad0d9cb483313abb196a6,2023-11-01 16:18:52.073972,3,4
6872ce2c2dc7df976fc4aa35ff58015b,2023-11-01 16:18:52.073973,3,5
acd81478ff34bedd7dd760f7a7f7a446,2023-11-01 16:18:52.073974,3,1
9de5463f113583e3a0d3222fc5dbc7ae,2023-11-01 16:18:52.073975,3,4
cf1658e58e2f63b07e0c924a109a3bea,2023-11-01 16:18:52.073976,3,1
e98bb03c9c6cc84b2bd7286321211df5,2023-11-01 16:18:52.073977,3,5
92475f6e7b95d28d6b42d95d6df54737,2023-11-01 16:18:52.073978,3,4
16d0bcd473b63d247d59973e062655a5,2023-11-01 16:18:52.073979,3,5
56fdf28ad3fbbe0a41ec5fb3af9c5438,2023-11-01 16:18:52.073980,3,4
d12c50888cd067e7435df9d38af11107,2023-11-01 16:18:52.073981,3,5
e2b062d6614c66f84378db7f5d2370f6,2023-11-01 16:18:52.073982,3,2
f7795adeb2a8d11d7811c184f1650105,2023-11-01 16:18:52.073984,3,5
